LoanID,IssueDate,IssueYear,IssueMonth,LoanAmount,Term_Months,InterestRate,Grade,Purpose,HomeOwnership,EmploymentLength,AnnualIncome,DTI,RevolvingUtilization,CreditHistoryYears,Delinquencies2Yrs,OpenAccounts,DefaultFlag,LoanStatus,DTI_Segment,RiskTier,HighRevolvingUtil,ThinFile,HighDTI,LoanToIncome,DefaultProbability,CapitalAtRisk
LC001486,2022-10-01,2022,10,15000,60,5.75,A,Home Improvement,MORTGAGE,4 years,74508,15.65,29.55,4.7,0,11,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.2013,0.0479,718
LC001487,2022-10-01,2022,10,30000,36,8.31,B,Medical,OWN,< 1 year,121558,17.43,19.37,16.5,0,6,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.2468,0.053,1590
LC001488,2022-10-01,2022,10,10000,60,27.01,F,Home Improvement,MORTGAGE,< 1 year,27001,13.78,35.54,10.1,0,6,1,Charged Off,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.3704,0.3877,3877
LC001489,2019-07-01,2019,7,15000,36,21.57,E,Home Improvement,RENT,5 years,53248,31.03,30.14,23.6,0,5,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.2817,0.3191,4787
LC001490,2024-07-01,2024,7,20000,36,13.43,C,Debt Consolidation,RENT,1 year,24140,23.73,40.22,8.4,0,6,1,Charged Off,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.8285,0.1377,2754
LC001491,2022-01-01,2022,1,25000,60,16.46,D,Home Improvement,RENT,7 years,48306,33.68,72.95,16.5,0,9,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.5175,0.2736,6841
LC001492,2024-10-01,2024,10,30000,36,9.53,B,Debt Consolidation,MORTGAGE,10+ years,47844,36.02,16.24,14.3,0,5,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.627,0.1192,3575
LC001493,2024-05-01,2024,5,15000,36,9.64,B,Debt Consolidation,RENT,10+ years,74110,24.56,38.8,22.3,1,8,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2024,0.0832,1249
LC001494,2021-03-01,2021,3,25000,60,13.16,C,Small Business,MORTGAGE,8 years,55425,38.81,59.88,19.8,0,9,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.4511,0.198,4950
LC001495,2019-11-01,2019,11,10000,36,8.54,B,Medical,MORTGAGE,2 years,73991,11.38,46.83,12.5,0,6,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1352,0.0605,605
LC001496,2024-12-01,2024,12,35000,60,12.92,C,Small Business,MORTGAGE,10+ years,77012,32.61,26.65,13.0,0,8,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.4545,0.1594,5580
LC001497,2023-02-01,2023,2,15000,60,6.69,A,Home Improvement,OWN,10+ years,159128,38.59,29.1,18.8,0,9,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.0943,0.0914,1370
LC001498,2019-11-01,2019,11,25000,60,26.81,F,Home Improvement,OWN,2 years,46275,25.46,68.96,7.3,0,9,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.5403,0.4559,11397
LC001499,2023-05-01,2023,5,5000,36,25.13,F,Auto,RENT,9 years,33843,21.83,32.25,13.1,0,4,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.1477,0.386,1930
LC001500,2019-05-01,2019,5,10000,36,16.93,D,Small Business,MORTGAGE,3 years,61270,42.78,31.19,10.7,0,8,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.1632,0.277,2770
LC001501,2019-02-01,2019,2,20000,60,14.57,C,Home Improvement,MORTGAGE,10+ years,36274,18.44,40.95,7.4,0,9,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.5514,0.1258,2516
LC001502,2022-06-01,2022,6,35000,60,8.91,B,Debt Consolidation,MORTGAGE,10+ years,113662,28.06,43.43,14.6,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3079,0.0864,3025
LC001503,2019-07-01,2019,7,20000,36,20.82,E,Home Improvement,OWN,< 1 year,47023,20.25,7.95,18.9,0,4,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.4253,0.276,5520
LC001504,2024-01-01,2024,1,35000,60,17.1,D,Home Improvement,RENT,10+ years,40832,21.48,32.63,10.7,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.8572,0.1918,6714
LC001505,2024-03-01,2024,3,20000,36,6.65,A,Home Improvement,RENT,7 years,42802,17.19,7.6,17.3,2,8,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.4673,0.041,820
LC001506,2023-04-01,2023,4,20000,36,27.75,F,Small Business,OWN,10+ years,77591,42.7,15.81,17.0,0,10,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.2578,0.4638,9276
LC001507,2019-02-01,2019,2,5000,36,20.39,E,Small Business,RENT,5 years,50067,19.11,30.37,18.3,0,6,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.0999,0.275,1375
LC001508,2021-10-01,2021,10,30000,36,27.39,F,Small Business,MORTGAGE,10+ years,39307,20.95,52.22,18.4,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.7632,0.3812,11437
LC001509,2021-11-01,2021,11,10000,60,17.27,D,Education,OWN,< 1 year,124577,32.87,39.96,22.8,0,7,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.0803,0.2245,2245
LC001510,2022-05-01,2022,5,35000,36,16.69,D,Education,RENT,4 years,35310,26.84,11.88,16.2,0,8,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.9912,0.2004,7013
LC001511,2020-04-01,2020,4,35000,60,13.07,C,Medical,OWN,< 1 year,55148,21.68,63.24,20.3,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.6347,0.1362,4767
LC001512,2022-11-01,2022,11,35000,36,27.62,F,Vacation,RENT,10+ years,75068,21.05,25.73,5.0,0,15,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.4662,0.4072,14252
LC001513,2022-02-01,2022,2,20000,36,22.1,E,Debt Consolidation,MORTGAGE,10+ years,23965,27.77,47.01,24.7,0,8,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.8346,0.3061,6122
LC001514,2024-11-01,2024,11,25000,60,5.49,A,Debt Consolidation,MORTGAGE,10+ years,68881,21.06,22.42,5.4,1,5,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3629,0.062,1551
LC001515,2024-01-01,2024,1,30000,36,7.06,A,Debt Consolidation,OWN,10+ years,31967,34.06,44.43,29.2,0,6,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.9385,0.0732,2197
LC001516,2022-08-01,2022,8,10000,60,9.15,B,Medical,RENT,1 year,81748,33.19,69.51,9.7,0,12,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.1223,0.1607,1607
LC001517,2023-02-01,2023,2,20000,36,21.46,E,Auto,MORTGAGE,4 years,33479,29.32,40.44,14.4,0,10,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.5974,0.3141,6282
LC001518,2020-04-01,2020,4,5000,36,26.86,F,Debt Consolidation,MORTGAGE,< 1 year,76602,30.15,23.75,9.5,0,4,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.0653,0.4301,2150
LC001519,2020-12-01,2020,12,20000,36,6.28,A,Auto,MORTGAGE,2 years,94176,23.19,24.97,22.7,0,5,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2124,0.0298,595
LC001520,2024-10-01,2024,10,10000,60,13.75,C,Debt Consolidation,MORTGAGE,2 years,83343,26.43,34.88,13.8,0,14,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.12,0.1323,1323
LC001521,2023-05-01,2023,5,10000,36,9.13,B,Auto,RENT,5 years,61430,23.34,38.46,12.8,0,5,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1628,0.073,730
LC001522,2020-02-01,2020,2,15000,60,25.9,F,Home Improvement,RENT,3 years,48260,6.91,12.06,17.3,0,15,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.3108,0.373,5595
LC001523,2022-10-01,2022,10,15000,60,21.09,E,Debt Consolidation,RENT,1 year,40611,18.16,23.32,16.8,0,7,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.3694,0.275,4125
LC001524,2024-09-01,2024,9,20000,36,21.54,E,Small Business,MORTGAGE,2 years,113042,28.68,68.24,10.7,0,8,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.1769,0.3591,7182
LC001525,2021-02-01,2021,2,5000,60,13.78,C,Debt Consolidation,RENT,1 year,38187,27.4,36.18,15.2,0,5,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1309,0.1326,663
LC001526,2020-06-01,2020,6,20000,36,13.28,C,Debt Consolidation,RENT,10+ years,32256,48.56,5.22,15.2,0,6,0,Fully Paid,DTI > 43% (Very High),Grade C/D (High),0,0,1,0.62,0.2172,4345
LC001527,2024-07-01,2024,7,10000,36,8.52,B,Home Improvement,OWN,9 years,75560,19.78,20.79,6.8,0,13,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1323,0.0776,776
LC001528,2022-06-01,2022,6,20000,36,8.39,A,Education,RENT,10+ years,36386,16.97,39.74,12.9,0,10,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.5497,0.0233,466
LC001529,2021-11-01,2021,11,25000,36,21.61,E,Small Business,OWN,5 years,33690,25.09,23.03,25.3,1,5,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.7421,0.3074,7684
LC001530,2021-11-01,2021,11,20000,36,22.42,E,Home Improvement,MORTGAGE,3 years,26323,33.58,52.0,18.2,1,11,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.7598,0.3453,6906
LC001531,2024-12-01,2024,12,25000,36,26.68,F,Small Business,MORTGAGE,10+ years,42555,22.49,51.82,9.5,1,6,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.5875,0.4151,10377
LC001532,2024-04-01,2024,4,15000,36,27.23,F,Medical,RENT,4 years,51981,13.5,3.41,17.2,1,10,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.2886,0.385,5775
LC001533,2021-01-01,2021,1,25000,60,13.47,C,Debt Consolidation,RENT,3 years,61178,18.01,34.72,19.6,0,4,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.4086,0.103,2575
LC001534,2019-02-01,2019,2,15000,36,17.77,D,Home Improvement,MORTGAGE,2 years,87173,39.01,16.58,28.3,0,6,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.1721,0.249,3736
LC001535,2022-12-01,2022,12,20000,60,27.65,F,Debt Consolidation,MORTGAGE,1 year,70506,29.43,16.64,16.3,1,9,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.2837,0.4227,8454
LC001536,2020-10-01,2020,10,25000,36,22.1,E,Debt Consolidation,MORTGAGE,3 years,49245,26.1,83.2,21.0,0,10,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),1,0,0,0.5077,0.3658,9145
LC001537,2020-12-01,2020,12,5000,60,8.95,B,Medical,RENT,4 years,49065,23.92,23.25,22.4,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1019,0.0687,343
LC001538,2021-10-01,2021,10,25000,36,12.34,C,Debt Consolidation,MORTGAGE,8 years,69918,27.47,15.96,9.9,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.3576,0.1482,3704
LC001539,2019-12-01,2019,12,20000,36,6.67,A,Small Business,MORTGAGE,< 1 year,102363,18.64,46.47,3.4,0,3,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1954,0.0518,1036
LC001540,2024-06-01,2024,6,15000,36,27.55,F,Medical,MORTGAGE,2 years,57708,29.85,63.46,9.1,0,13,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.2599,0.457,6855
LC001541,2019-08-01,2019,8,5000,36,16.62,D,Debt Consolidation,MORTGAGE,10+ years,42849,12.2,14.48,7.3,2,10,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.1167,0.2201,1100
LC001542,2021-03-01,2021,3,5000,36,10.05,B,Small Business,MORTGAGE,1 year,32977,18.48,21.09,17.6,0,8,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1516,0.053,265
LC001543,2020-07-01,2020,7,35000,60,17.96,D,Debt Consolidation,MORTGAGE,4 years,26302,41.02,43.29,8.4,0,14,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,1.3307,0.2769,9691
LC001544,2023-09-01,2023,9,25000,60,16.07,D,Vacation,RENT,10+ years,75594,18.47,73.87,9.5,0,7,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.3307,0.2372,5931
LC001545,2019-04-01,2019,4,10000,60,8.53,B,Small Business,MORTGAGE,2 years,72330,7.09,45.81,18.8,0,12,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1383,0.053,530
LC001546,2022-11-01,2022,11,15000,36,6.29,A,Education,RENT,1 year,72307,10.8,77.87,12.0,1,9,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),1,0,0,0.2074,0.0937,1406
LC001547,2023-07-01,2023,7,20000,36,17.05,D,Small Business,RENT,6 years,50801,13.46,81.35,19.4,2,12,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),1,0,0,0.3937,0.2597,5194
LC001548,2024-07-01,2024,7,30000,60,12.38,C,Debt Consolidation,RENT,3 years,109477,30.64,46.82,20.9,1,3,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.274,0.1576,4727
LC001549,2023-12-01,2023,12,5000,36,17.88,D,Medical,RENT,7 years,42529,36.71,51.27,8.5,0,7,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.1176,0.2619,1309
LC001550,2019-10-01,2019,10,10000,60,13.14,C,Vacation,RENT,10+ years,87346,11.38,24.17,13.2,0,7,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.1145,0.1084,1084
LC001551,2019-09-01,2019,9,35000,36,21.43,E,Small Business,RENT,1 year,53137,41.9,56.99,21.5,0,8,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.6587,0.3766,13180
LC001552,2023-03-01,2023,3,5000,60,11.65,C,Education,MORTGAGE,7 years,39968,28.83,22.89,14.4,0,8,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1251,0.1401,701
LC001553,2020-11-01,2020,11,10000,60,11.75,C,Auto,OWN,6 years,72858,26.5,19.98,29.8,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1373,0.129,1290
LC001554,2022-01-01,2022,1,40000,60,21.62,E,Debt Consolidation,RENT,1 year,66491,16.28,65.59,19.5,0,7,1,Charged Off,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.6016,0.3062,12247
LC001555,2024-08-01,2024,8,20000,36,11.09,C,Debt Consolidation,OWN,7 years,64763,31.63,22.72,10.4,0,4,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.3088,0.1633,3266
LC001556,2024-04-01,2024,4,10000,36,7.21,A,Small Business,MORTGAGE,3 years,56423,36.9,45.75,22.0,0,9,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.1772,0.0846,846
LC001557,2024-02-01,2024,2,5000,60,6.27,A,Home Improvement,RENT,6 years,53160,39.72,53.5,20.6,0,12,1,Charged Off,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.0941,0.1029,514
LC001558,2024-05-01,2024,5,5000,60,19.39,D,Education,RENT,1 year,178829,22.95,24.21,13.1,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.028,0.1905,952
LC001559,2023-04-01,2023,4,10000,36,18.65,D,Auto,MORTGAGE,5 years,97942,39.62,14.69,21.6,0,9,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.1021,0.2515,2515
LC001560,2023-01-01,2023,1,35000,36,16.65,D,Home Improvement,MORTGAGE,3 years,77762,18.14,4.94,20.6,0,7,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.4501,0.173,6055
LC001561,2021-12-01,2021,12,15000,60,9.11,B,Debt Consolidation,MORTGAGE,10+ years,57291,24.42,21.85,17.1,0,11,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2618,0.0707,1060
LC001562,2024-07-01,2024,7,25000,36,7.2,A,Education,RENT,< 1 year,89642,31.6,81.33,17.4,1,8,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),1,0,0,0.2789,0.1381,3452
LC001563,2021-04-01,2021,4,35000,60,7.76,A,Debt Consolidation,RENT,5 years,70193,41.06,20.53,17.2,0,8,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.4986,0.1012,3543
LC001564,2022-08-01,2022,8,15000,60,7.89,B,Education,RENT,5 years,54891,19.93,7.11,19.4,0,9,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.2733,0.053,795
LC001565,2021-09-01,2021,9,10000,60,11.37,C,Home Improvement,RENT,9 years,46547,16.63,77.1,16.2,0,3,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),1,0,0,0.2148,0.1572,1572
LC001566,2019-08-01,2019,8,20000,36,8.7,B,Medical,RENT,7 years,52028,33.79,27.44,9.3,0,8,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.3844,0.1253,2505
LC001567,2022-01-01,2022,1,35000,36,13.27,C,Debt Consolidation,RENT,8 years,18000,36.0,55.57,13.3,0,9,1,Charged Off,DTI 30-43% (High),Grade C/D (High),0,0,0,1.9444,0.1832,6413
LC001568,2021-08-01,2021,8,30000,36,27.2,F,Small Business,MORTGAGE,9 years,60192,31.51,7.51,9.6,1,6,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.4984,0.4472,13417
LC001569,2022-05-01,2022,5,5000,60,10.06,B,Home Improvement,OWN,10+ years,42436,12.8,43.58,18.6,0,9,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1178,0.053,265
LC001570,2022-01-01,2022,1,25000,36,11.84,C,Small Business,RENT,3 years,120131,48.51,75.45,16.3,1,7,1,Charged Off,DTI > 43% (Very High),Grade C/D (High),1,0,1,0.2081,0.2799,6999
LC001571,2022-09-01,2022,9,20000,36,19.55,E,Debt Consolidation,OWN,6 years,54703,25.91,23.1,22.3,1,8,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.3656,0.3106,6213
LC001572,2020-09-01,2020,9,35000,36,9.89,B,Medical,RENT,10+ years,29897,30.17,14.53,7.7,0,8,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,1.1707,0.1156,4045
LC001573,2022-07-01,2022,7,10000,36,16.14,D,Auto,MORTGAGE,10+ years,52842,40.89,44.5,23.4,0,9,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.1892,0.2566,2566
LC001574,2024-07-01,2024,7,20000,60,19.79,E,Debt Consolidation,RENT,10+ years,32111,42.35,29.26,4.1,0,9,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.6228,0.3971,7942
LC001575,2021-11-01,2021,11,35000,60,26.92,F,Debt Consolidation,MORTGAGE,4 years,68645,44.7,52.85,8.7,1,8,1,Charged Off,DTI > 43% (Very High),Grade E/F (Critical),0,0,1,0.5099,0.5084,17794
LC001576,2022-01-01,2022,1,15000,60,7.03,A,Debt Consolidation,OWN,2 years,62660,20.15,64.99,8.3,0,8,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2394,0.0677,1015
LC001577,2022-09-01,2022,9,20000,36,26.7,F,Medical,MORTGAGE,6 years,87459,43.13,37.04,15.4,0,8,1,Charged Off,DTI > 43% (Very High),Grade E/F (Critical),0,0,1,0.2287,0.4655,9310
LC001578,2024-01-01,2024,1,5000,60,12.43,C,Small Business,RENT,9 years,36481,30.45,69.89,10.8,0,7,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.1371,0.1972,986
LC001579,2023-12-01,2023,12,10000,36,9.07,B,Small Business,MORTGAGE,6 years,55105,22.2,67.47,14.2,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1815,0.0991,991
LC001580,2019-07-01,2019,7,15000,60,12.5,C,Debt Consolidation,RENT,6 years,27378,23.28,17.71,8.2,2,6,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.5479,0.1605,2408
LC001581,2024-09-01,2024,9,35000,36,25.72,F,Home Improvement,OWN,10+ years,76937,28.41,34.77,15.6,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.4549,0.4066,14232
LC001582,2024-09-01,2024,9,10000,36,12.23,C,Small Business,MORTGAGE,4 years,70223,27.65,16.19,9.1,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1424,0.1513,1513
LC001583,2023-05-01,2023,5,20000,36,9.62,B,Small Business,RENT,10+ years,69418,34.16,51.36,15.8,1,7,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.2881,0.1244,2487
LC001584,2022-12-01,2022,12,25000,36,17.06,D,Vacation,MORTGAGE,5 years,54220,27.8,46.95,14.1,0,8,1,Charged Off,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.4611,0.2069,5172
LC001585,2023-06-01,2023,6,10000,60,9.33,B,Debt Consolidation,MORTGAGE,4 years,66662,20.53,40.56,7.4,1,10,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.15,0.0899,899
LC001586,2022-02-01,2022,2,20000,36,5.6,A,Medical,RENT,5 years,120834,41.03,26.29,5.8,0,9,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.1655,0.1287,2574
LC001587,2023-02-01,2023,2,25000,36,6.25,A,Home Improvement,MORTGAGE,9 years,46979,46.81,28.25,14.9,1,8,0,Fully Paid,DTI > 43% (Very High),Grade A/B (Prime),0,0,1,0.5322,0.1365,3414
LC001588,2024-10-01,2024,10,30000,60,4.66,A,Home Improvement,RENT,1 year,58065,26.04,20.69,15.5,0,8,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.5167,0.0412,1235
LC001589,2024-09-01,2024,9,20000,36,6.54,A,Medical,MORTGAGE,2 years,31475,29.56,39.99,16.9,0,3,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.6354,0.0552,1105
LC001590,2022-01-01,2022,1,25000,36,7.54,A,Medical,MORTGAGE,10+ years,35097,33.49,15.77,6.0,0,9,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.7123,0.098,2449
LC001591,2024-10-01,2024,10,10000,36,15.62,D,Vacation,MORTGAGE,2 years,56892,38.59,27.71,24.2,0,11,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.1758,0.2474,2474
LC001592,2019-12-01,2019,12,35000,60,8.73,B,Debt Consolidation,MORTGAGE,7 years,94086,53.73,20.39,13.9,1,12,0,Fully Paid,DTI > 43% (Very High),Grade A/B (Prime),0,0,1,0.372,0.2032,7113
LC001593,2019-12-01,2019,12,10000,36,9.46,B,Debt Consolidation,MORTGAGE,7 years,47661,28.83,75.62,15.2,1,5,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),1,0,0,0.2098,0.1516,1516
LC001594,2022-05-01,2022,5,30000,60,22.4,E,Medical,RENT,6 years,48148,11.57,19.96,4.8,0,8,1,Charged Off,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.6231,0.3056,9168
LC001595,2023-07-01,2023,7,10000,36,12.44,C,Small Business,MORTGAGE,8 years,44203,40.73,36.19,6.4,1,11,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.2262,0.2237,2237
LC001596,2020-12-01,2020,12,35000,36,16.25,D,Debt Consolidation,RENT,2 years,41466,14.9,36.84,17.8,0,12,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.8441,0.173,6055
LC001597,2022-10-01,2022,10,25000,36,4.82,A,Debt Consolidation,MORTGAGE,6 years,62786,26.96,53.8,16.5,0,1,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3982,0.0524,1311
LC001598,2019-06-01,2019,6,25000,60,9.28,B,Debt Consolidation,RENT,4 years,25626,24.37,44.14,12.2,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.9756,0.0789,1972
LC001599,2023-06-01,2023,6,10000,36,8.03,A,Auto,RENT,8 years,102793,21.74,43.48,19.4,0,12,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.0973,0.024,240
LC001600,2024-06-01,2024,6,15000,60,6.62,A,Debt Consolidation,MORTGAGE,1 year,38843,20.27,35.86,12.2,2,5,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3862,0.0505,757
LC001601,2023-08-01,2023,8,20000,36,9.18,B,Home Improvement,RENT,7 years,77727,29.82,13.26,13.2,1,7,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2573,0.1097,2194
LC001602,2021-07-01,2021,7,25000,36,6.66,A,Debt Consolidation,MORTGAGE,2 years,28710,46.99,37.55,22.4,0,6,0,Fully Paid,DTI > 43% (Very High),Grade A/B (Prime),0,0,1,0.8708,0.125,3124
LC001603,2024-05-01,2024,5,5000,60,6.39,A,Home Improvement,RENT,3 years,75691,36.44,15.04,6.5,0,8,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.0661,0.1083,541
LC001604,2023-10-01,2023,10,40000,60,5.75,A,Debt Consolidation,RENT,2 years,75809,15.85,69.8,13.0,0,12,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.5276,0.0626,2504
LC001605,2024-02-01,2024,2,35000,36,13.46,C,Small Business,MORTGAGE,2 years,65651,24.98,35.6,20.8,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.5331,0.1229,4302
LC001606,2023-10-01,2023,10,10000,60,9.38,B,Debt Consolidation,RENT,10+ years,32951,25.18,10.15,28.2,0,12,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3035,0.0737,737
